"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17494","Madhya Pradesh","Street lights","WS/MP18362/2026-2027/275392","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","25-Jun-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","200000"
"17495","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18362/2025-2026/186057","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","26-Jun-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17496","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/248408","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","13-Jun-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","325000"
"17497","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/186063","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","27-Jun-2025","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","325000"
"17498","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/186059","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","27-Jun-2025","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","500000"
"17499","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/248408","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","21-Jan-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17500","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/262153","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","16-May-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17501","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/262155","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","16-May-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","250000"
"17502","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/262155","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","23-Mar-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","250000"
"17503","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18362/2025-2026/262154","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","23-Mar-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","500000"
"17504","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/262153","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","23-Mar-2026","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17505","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18362/2025-2026/186057","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","24-Nov-2025","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17506","Madhya Pradesh","Construction of community centers and community halls","WS/MP18362/2025-2026/190007","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","24-Nov-2025","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","500000"
"17507","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18362/2025-2026/223484","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","24-Nov-2025","CEO JANPAD PANCHAYAT MANDSAUR","Payment Success","350000"
"17508","Uttarakhand","Lighting of public spaces","WS/MP204/2026-2027/272384","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","22-Jul-2026","BRANCH EARMARKED CAPITAL RECEIPT AC","Payment Success","250000"
"17509","Uttarakhand","Lighting of public spaces","WS/MP18333/2025-2026/186338","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","04-Apr-2025","BRANCH EARMARKED CAPITAL RECEIPT AC","Payment Success","1674000"
"17510","Uttarakhand","Improvement of electricity distribution infrastructure","WS/MP850/2024-2025/121329","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","16-Aug-2024","BRANCH EARMARKED CAPITAL RECEIPT AC","Payment Success","45266"
"17511","Uttarakhand","Improvement of electricity distribution infrastructure","WS/MP204/2024-2025/137204","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","28-Oct-2024","BRANCH EARMARKED CAPITAL RECEIPT AC","Payment Success","1199500"
"17512","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2024-2025/174841","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","08-Sep-2025","SARPANCH SACHIV GRAM PANCHAYAT TINSARA","Payment Success","125000"
"17513","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2024-2025/174841","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","07-Mar-2025","SARPANCH SACHIV GRAM PANCHAYAT TINSARA","Payment Success","375000"
"17514","Himachal Pradesh","Installing hand pumps","WS/MP078/2025-2026/133090","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","25-Nov-2025","Block Development Officer Nalagarh MP LADS Rajya Sabha","Payment Success","300000"
"17515","Himachal Pradesh","Construction of shelters for animals","WS/MP18304/2025-2026/156150","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Dec-2025","Block Development Officer Nalagarh MP LADS Rajya Sabha","Payment Success","300000"
"17516","Himachal Pradesh","Street lights","WS/MP078/2025-2026/172640","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","16-Dec-2025","Block Development Officer Nalagarh MP LADS Rajya Sabha","Payment Success","15000"
"17517","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2023-2024/8599","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","14-Jan-2025","PADHAWALI GP","Payment Success","300000"
"17518","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2023-2024/8599","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","25-Feb-2024","PADHAWALI GP","Payment Success","200000"
"17519","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2023-2024/8598","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","25-Feb-2024","SEWA GP","Payment Success","200000"
"17520","Madhya Pradesh","Construction of community centers and community halls","WS/MP106/2023-2024/8598","MORENA(DISTRICT COLLECTOR MORENA_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","21-Apr-2025","SEWA GP","Payment Success","300000"
"17521","Nagaland","Providing drains and gutters for public drainage","WS/MP233/2023-2024/56815","LONGLENG(Deputy Commissioner Longleng_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","27-Feb-2024","C MANLANG ANGTO","Payment Success","500000"
"17522","Nagaland","Providing drains and gutters for public drainage","WS/MP233/2023-2024/56815","LONGLENG(Deputy Commissioner Longleng_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","09-Mar-2024","C MANLANG ANGTO","Payment Success","500000"
"17523","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP147/2023-2024/70685","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","27-Jan-2025","GRAM PANCHAYAT MANDAL CHARNAN","Payment Success","500000"
"17524","Rajasthan","Construction of community centers and community halls","WS/MP146/2023-2024/11228","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","15-Mar-2024","GRAM PANCHAYAT MANDAL CHARNAN","Payment Success","1500000"
"17525","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP147/2023-2024/70685","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","31-Dec-2025","GRAM PANCHAYAT MANDAL CHARNAN","Payment Success","496090"
"17526","Rajasthan","Construction of community centers and community halls","WS/MP146/2023-2024/11228","BIKANER(DISTRICT COLLECTOR BIKANER_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","27-May-2026","GRAM PANCHAYAT MANDAL CHARNAN","Payment Success","1499900"
"17527","Himachal Pradesh","Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","WS/MP18304/2025-2026/191645","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","27-Sep-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","150000"
"17528","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/191659","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","18-Nov-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","150000"
"17529","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/192525","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","18-Nov-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17530","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/191692","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Jul-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17531","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/191691","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","16-Jul-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17532","Himachal Pradesh","Development of playground","WS/MP18304/2025-2026/191621","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","29-Nov-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17533","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/213096","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","04-Nov-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","300000"
"17534","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/192523","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","02-Sep-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17535","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/192518","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","30-Oct-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","100000"
"17536","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/156164","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","27-Oct-2025","BDO MASHOBRA RAJYA SABHA","Payment Success","200000"
"17537","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/250983","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","14-Jan-2026","BDO MASHOBRA RAJYA SABHA","Payment Success","150000"
