"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"22689","Normal/Others","WS/MP189/2026-2027/296163-Construction of rooms and halls in school and colleges","Uttar Pradesh","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Classrooms Building and Boundary Wall at Kanchan Devi Akhilesh Mishra Mahavidhyalaya","17-Jul-2026","2500000","01-Sep-2026"
"22690","Normal/Others","WS/MP189/2026-2027/296165-Construction of rooms and halls in school and colleges","Uttar Pradesh","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Classrooms and Building at Ayodhya Prasad Mishra Mahavidhyalaya","17-Jul-2026","2500000","01-Sep-2026"
"22691","Normal/Others","WS/MP892/2026-2027/296180-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Zarnawadi Primary School, Village Zarnawadi, Block Dediapada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22692","Normal/Others","WS/MP892/2026-2027/296181-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Chopdi Primary School, Village Chopdi, Block Dediapada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22693","Normal/Others","WS/MP892/2026-2027/296182-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Samarpada KU. Primary School, Village Samarpada KU., Block Dediapada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22694","Normal/Others","WS/MP892/2026-2027/296183-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Kokam Primary School, Village Kokam, Block Dediapada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22695","Normal/Others","WS/MP892/2026-2027/296184-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Gajar Gota Primary School, Village Gajar Gota, Block Dediapada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22696","Normal/Others","WS/MP892/2026-2027/296185-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Kevdi Primary School, Village Kevdi, Block Chikada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22697","Normal/Others","WS/MP892/2026-2027/296186-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Nani Bedwan Primary School, Village Nani Bedwan, Block Chikada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22698","Normal/Others","WS/MP892/2026-2027/296187-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Chikda Primary School, Village Chikda, Block Chikada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22699","Normal/Others","WS/MP892/2026-2027/296188-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Umran Primary School, Village Umran, Block Chikada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22700","Normal/Others","WS/MP892/2026-2027/296189-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Jamni Primary School, Village Jamni, Block Chikada, Narmada District, Gujarat","17-Jul-2026","500000","24-Aug-2026"
"22701","Normal/Others","WS/MP892/2026-2027/296190-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Kali Makvana Primary School, Village Kali Makvana, Block Garudeshwar, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22702","Normal/Others","WS/MP892/2026-2027/296191-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Undva Sankal Primary School, Village Undava Sankal, Block Garudeshwar, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22703","Normal/Others","WS/MP892/2026-2027/296192-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Gadod Primary School, Village Gadod, Block Garudeshwar, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22704","Normal/Others","WS/MP892/2026-2027/296193-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Pan Talavadi Primary School, Village Pan Talavadi, Block Garudeshwar, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22705","Normal/Others","WS/MP892/2026-2027/296194-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Jantar Primary School, Village Limkhetar, Block Garudeshwar, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22706","Normal/Others","WS/MP892/2026-2027/296195-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at SMT A A Afrawal Primary School, Village Pratapnagar, Block Nandod, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22707","Normal/Others","WS/MP892/2026-2027/296196-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Junaraj Primary School, Village Junaraj, Block Nandod, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22708","Normal/Others","WS/MP892/2026-2027/296197-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Serav Primary School, Village Serav, Block Nandod, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22709","Normal/Others","WS/MP892/2026-2027/296198-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Primary School No. 4, Village Rajpipla, Block Nandod, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22710","Normal/Others","WS/MP892/2026-2027/296199-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Bitada Primary School, Village Bitada, Block Nandod, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22711","Normal/Others","WS/MP892/2026-2027/296214-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Gotpada Primary School, Village Gotpada, Block Sagbara, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22712","Normal/Others","WS/MP892/2026-2027/296215-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Dhavliver Primary School, Village Dhavliver, Block Sagbara, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22713","Normal/Others","WS/MP892/2026-2027/296216-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Kolvan Primary School, Village Kolvan, Block Sagbara, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22714","Normal/Others","WS/MP892/2026-2027/296217-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Mahupada Primary School, Village Mahupada, Block Sagbara, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22715","Normal/Others","WS/MP892/2026-2027/296218-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Ghodadevi Primary School, Village Sagbara, Block Sagbara, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22716","Normal/Others","WS/MP892/2026-2027/296219-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Savli Primary School, Village Savli, Block Tilakwada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22717","Normal/Others","WS/MP892/2026-2027/296220-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Utavali Primary School, Village Utavali, Block Tilakwada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22718","Normal/Others","WS/MP892/2026-2027/296221-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Vagheli Primary School, Village Vagheli, Block Tilakwada, Narmada District, Gujarat","17-Jul-2026","500000","27-Aug-2026"
"22719","Normal/Others","WS/MP892/2026-2027/296222-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Indarman Primary School, Village Indarman, Block Tilakwada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22720","Normal/Others","WS/MP892/2026-2027/296223-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Rengan Verg Primary School, Village Rengan, Block Tilakwada, Narmada District, Gujarat","17-Jul-2026","500000","25-Aug-2026"
"22721","Normal/Others","NA-Construction of rooms and halls in school and colleges","Uttar Pradesh","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Classrooms at Dujana Public Senior Secondary School, Village Dujana","17-Jul-2026","1500000","NA"
"22722","Normal/Others","NA-Construction of community centers and community halls","Madhya Pradesh","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","Gram Panchayat Khulri, Janpad Panchayat Shahpura ke gram Khulri me Gram Panchayat Bhawan ke pas Sanskrtik Gatividhiyon hetu Samudayik bhawan nirman, Jabalpur","17-Jul-2026","300000","NA"
"22723","Normal/Others","WS/MP892/2026-2027/296257-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Sanatan Dharma Ashram Shala, Timbapada, Village Timbapada, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22724","Normal/Others","WS/MP892/2026-2027/296258-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Shri Uttar Buniyadi Ashram Shala, Samarpada, Village Samarpada, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22725","Normal/Others","WS/MP892/2026-2027/296259-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Government Secondary School, Dumkhal, Village Dumkhal, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22726","Normal/Others","WS/MP892/2026-2027/296260-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Government Secondary and Higher Secondary, Juna Mosda, Village Juna Mosda, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22727","Normal/Others","WS/MP892/2026-2027/296261-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at RMSA Government Secondary School, Ambagam, Sukwal, Village Sukwal, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22728","Normal/Others","WS/MP892/2026-2027/296262-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at RMSA Government Secondary School, Mosit, Village Mosit, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22729","Normal/Others","WS/MP892/2026-2027/296263-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at RMSA Government Secondary School, Piplod Village Piplod, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22730","Normal/Others","WS/MP892/2026-2027/296264-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at RMSA Government Secondary School, Panch Umar, Village Panchumar, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22731","Normal/Others","WS/MP892/2026-2027/296265-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Government Higher Secondary School, Mal Samot, Village Mal, Block Dediapada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22732","Normal/Others","WS/MP892/2026-2027/296266-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Government Secondary School, Umran, Village Umran, Block Chikada, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
"22733","Normal/Others","WS/MP892/2026-2027/296267-Purchase of IT systems, including hardware and software for educational purposes","Gujarat","NARMADA(DISTRICT COLLECTOR NARMADA_IDA)","Shri S. Jaishankar (2023-29) (2023-2029)","Elected MP","Integrated Blended Classroom Solution at Bhaktidham Uttar Buniyadi Ashram Shala, Godada, Village Godada, Block Sagbara, Narmada District, Gujarat","20-Jul-2026","500000","29-Jul-2026"
